comment,cleaned_comment,predicted_sentiment
Muhaimin malah ngaur semua 😂 40 kota seperti Jakarta 😂,malah ngaur semua kota seperti,positive
Prabowo-Gibran harus menag😇,harus menag,positive
DUKUNG GIBRAN,dukung gibran,positive
Pokonya tetap pak Ganjar,tetap pak,positive
"Keren sih emang gibran, sangat menjanjikan.",sih emang gibran sangat janji,positive
Nomer 3 malah ikut cosplay,malah ikut cosplay,positive
HIDUP GIBRANNNNN,hidup gibrannnnn,positive
😂😂😂 Bangun terus Tp untuk dapat kerjaan disusahkan? Gimana ya untuk kebebasan berdemokrasi. Nanti kalau nyindir di Penjara.,terus untuk dapat kerja susah untuk bebas demokrasi kalau nyindir,positive
Paslon No 01 tetap yang terbaik,tetap yang baik,positive
Jng di bilang anak emas tapi kerja nyata nya dan di bilang plang plong dari yg lain...mantap Pak Gibran ..maju terus biar yg lain nyinyirrrrrr....🙌🙌😘😘😘👌👌👌👌02 Maju,bilang anak emas tapi kerja nyata nya dan bilang plang plong dari lainmantap maju terus biar lain nyinyirrrrrr,positive
Klip on dan 3 micropon utk apa yak,dan micropon utk apa yak,positive
Are you right .. Cak cak I ingin bangun 40 Kota selama 5thn menjabat. This numb 1 Amin or whatever we call talk to much an it’s doesn’t look genuine is fake lol 😂😂,you right cak ingin bangun lama thn jabat numb whatever call talk much its doesnt look genuine fake lol,positive
Kemarin2 opo kerja yg kamu hasilkan put.,kemarin opo kerja kamu hasil put,positive
PAK GIBRAN IS THE BEST,pak gibran the best,positive
"Gibran karakterny sopan, fokus ke depan, tidak bertele tele saat menjawab, salut gw makin yakin no 2 indonesia maju",karakterny sopan fokus depan tidak tele tele saat jawab salut makin yakin indonesia maju,positive
Contol system' dilapangan diutamakan,system lapang utama,positive
Anak muda pilih no 2 💪🫶🏻,muda pilih,positive
Mas gibran pancen cerdass👍👍👍,gibran pancen cerdass,positive
Mantap sekali mas gibran pola pikirnya 100%untuk janggka panjang kemajuan indonesia bismilah pilihan pilpres 2024 insya Allah saya pilih prabowo gibran,sekali mas gibran pola pikir untuk janggka panjang maju indonesia bismilah pilih pilpres insya saya pilih prabowo gibran,positive
Semoga Allah Melimpahkan Rezeky kepsda Abang abang dan kakak kakak. Semoga Allah Melimpahkan sukses lancar telkomsel samsung. Semoga Allah memberikan cita cita kebahagian. Aamiin aamiin.❤,kepsda abang dan kakak kakak sukses lancar telkomsel samsung beri cita cita kebahagian aamiin,positive
Prabowo dihatiii❤,dihatiii,positive
Gibran the best 🎉🎉🎉,the best,positive
"ANEH emang pasangan si unis dan si imin ini.... 
Mau bangun 40 kota selevel Jkt tapi nolak 1 IKN doang? Padahal dulu dukung IKN bahkan ikutan potong tumpeng wkwkwk... sekarang karena jadi tim Unta Yemen menolak IKN hahaha aneh
3.",aneh emang pasang unis dan imin ini bangun kota level tapi nolak ikn doang dulu dukung ikn bahkan ikut potong tumpeng wkwkwk sekarang karena jadi tim tolak ikn hahaha aneh,positive
YG muda yesss,muda yesss,positive
"Sapa bae yang jadi 
Yang penting rukun dan saling membangun 😅",bae yang jadi penting rukun dan saling bangun,positive
InsyAlla prbwo gbran menang,insyalla prbwo gbran menang,positive
"Investasi apa utang
Kalo investasi berarti IKN itu bukan milik indonesia",apa utang investasi arti ikn itu bukan milik indonesia,positive
Puji TUHAN YESUS. BPK PRABOWO GIBRAN👍✌️,tuhan yesus bpk prabowo gibran,positive
"Mahfud mantap,👍👍",mantap,positive
Generasi emas ya 02 ❤,emas,positive
Gus Imin banyak narasi. Bertele tele. Tapi gak ada isinya.. 🤭,banyak narasi tele gak ada isi,positive
GAMA yesss...,gama yesss,positive
"D jaman kerajaan majapahit. Menggapai puncak kejayaan saat d pimpin oleh prabu hayam wuruk.
Hayam artinya ayam dan wuruk artinya yg msh muda.
Jd hayam wuruk adlh ayam yg msh muda.
Jd jgn remehkan ank muda.
Sudah saatnya ank muda mnjdi khalifah. Tanpa merendahkan yg lainnya",jaman raja majapahit puncak jaya saat pimpin oleh prabu hayam wuruk arti ayam dan wuruk arti msh muda hayam wuruk adlh ayam msh muda jgn remeh ank muda saat ank muda mnjdi khalifah rendah lain,positive
Saya percaya hanya Prabowo yg bisa melanjutkan kinerja pak jokowi.tuhan memberkatimu pak prabowo,percaya hanya bisa lanjut kerja pak jokowituhan berkat pak prabowo,positive
Prabu.. Oke gas.. Siappp,gas,positive
Umbar janji semua,janji semua,positive
Mas Gibran anak bangsa yg pintar..saya dukung Prabowo dan Gibran ...,anak bangsa pintarsaya dukung dan,positive
Masih bimbang dengan pilihan no 1 atau 2.visi misi mgkin semuanya bagus tp dr hasil kerasnya setelah dlu pernah menjabat perlu di evaluasi lg jgn termakan janji manis,bimbang dengan pilih atau visi misi mgkin semua bagus hasil keras telah dlu pernah jabat perlu evaluasi jgn makan janji manis,positive
Bismillah pak prabowo dan mas gibran yakin smoga allah mengabulkan amin yra,pak prabowo dan mas gibran yakin smoga allah kabul amin yra,positive
Mantap gibran luarbiasa..,gibran luarbiasa,positive
Stop ikn.tidak bermanfaat untuk rakyat,ikntidak manfaat untuk rakyat,positive
mas gibran keren poll semoga menang buat paslon 2 aamiin,mas gibran keren poll moga menang buat paslon aamiin,positive
"Hebat mas gibran, berkelas, future mind set, terstruktur dan time manageable... smg bukan hanya slogan dan teori, pastikan terimplementasi ketika anda menang dalam Pemilu 2024.. smg amanah.. sukses selalu ❤",mas gibran kelas future mind set struktur dan time manageable smg bukan hanya slogan dan teori pasti implementasi ketika anda menang dalam smg amanah sukses selalu,positive
Mas gibran keren bangettt ❤❤❤,gibran keren bangettt,positive
gibran mantab 👍👍,gibran mantab,positive
"Tak penting inspratuktur orang2 penguasa
 klo rakyat makin sengsara dengan harga2 serba MAHALLLLL",penting inspratuktur orang kuasa klo rakyat makin sengsara dengan harga serba mahalllll,positive
"MAS GIBRAAAAAAAN CERDAS, LUGAS, WAWASAN LUAS, ATITUDE BADAS ❤❤❤❤❤",mas gibraaaaaaan cerdas lugas wawas luas atitude badas,positive
Mas gibran cara menjelaskanya lebih bisa di pahami...dan di mengerti....seperti bapaknya🎉🎉🎉prabowo gibran isya allah menang 2024❤❤,gibran cara menjelaskanya lebih bisa pahamidan mengertiseperti bapaknyaprabowo gibran isya allah menang,positive
Terimakasih mas Gibran sudah meyakinkan saya untuk semakin mendukung 02,mas sudah yakin saya untuk makin dukung,positive
"Mas gibran bagus maju nilai 9,5",gibran bagus maju nilai,positive
"Yng tdnya MGibran di nyinyir di ktkn plonga plongo trnyta yng nmnya diam"" tp menghanyutkan mantaap visi misinya berisi bngt tk ms dpn Indonesia maju menuju mas , M Gibran cerdas pintar simpel tp berisi bngt , ini yng di cri pemimpin ms dpn bngsa yng bagus lbh maju , Q doakan smg P Prabowo & Mas Gibran jd Presidenya & wakilnya Aamiin 🤲🏻🤲🏻🤝🤝🙏🙏",tdnya mgibran nyinyir ktkn plonga plongo trnyta yng nmnya diam hanyut mantaap visi misi isi bngt dpn maju tuju mas cerdas pintar simpel isi bngt ini yng cri pimpin dpn bngsa yng bagus lbh maju doa smg wakil,positive
NTT gibran Prabowo,ntt gibran,positive
Dsni wapers nya yg lbih punya wawasan dn lbih gmpang untuk di mngrti..,wapers nya lbih punya wawas lbih gmpang untuk mngrti,positive
Gibran ank muda yg hbt inilah pemimpin bgsa masa dpn. 02 yes ✌️✌️,ank muda hbt ini pimpin bgsa masa dpn yes,positive
Yang pasti saya gak akan dukung yang didukung kebanyakan kalangan artis artis... Konsisten tetep pak anies pro rakyat bukan pro artis,pasti saya gak akan dukung yang dukung banyak kalang artis artis tetep pak anies pro rakyat bukan pro artis,positive
"Mantap pak Mahfud MD, kami siap memenangkan anda❤❤❤🤟🤟🤟🤟🤟🤟🤟🤟🤟🤟🤟🤟🤟🤟🤟🤟🤟🤟🤟🤟🤟🤟🤟🤟🤟🤟🤟🤟🤟🤟🤟🤟🤟🤟🤟🤟🤟🤟",pak kami siap menang anda,positive
Prabowo-gibran gas pool satu putaran ✌️,gibran gas pool satu putar,positive
itu la sebab nya indonesia butuh anak anak muda seperti beliau  untuk memimpin negara indonesia .,itu sebab nya indonesia butuh anak anak muda seperti beliau untuk pimpin negara indonesia,positive
Mahfud MD mantap. Paling realistis dan membongkar fakta di lapangan. Kita butuh eksekutif yang seperti ini. Bukan lagi yang fokus pada konsep dan gagasan saja.,mantap realistis dan bongkar fakta lapang butuh eksekutif yang seperti ini lagi yang fokus pada konsep dan gagas saja,positive
Gribran hebat sekali,hebat sekali,positive
Mantap dilibas Semua ama Gibran❤,libas ama,positive
Pulang dari debat ini....cak Imin di bantai sama Surya Paloh....,dari debat inicak bantai sama,positive
Gobran is the best so far in this Debat,the best far this,positive
Gibran berbobot. Mantap,bobot,positive
"Komenan di tiktok pada ngehujat Gibran heran, padahal di YouTube netral tuh.",tiktok pada ngehujat heran padahal youtube netral tuh,positive
"intinya org yg masih waras pasti memilih anis baswedan...

itu aja poinnya..☝😌",inti org masih waras pasti pilih anis baswedan itu aja poin,positive
"Sehat selalu, panjang umur, Rizkinya berkah berlimpah dan di Qobul semua hajat pak Haji Prabowo Subianto dan pak Gibran 🤲 Amin ya Alloh SWT ✌️😁 no debat karena saya bukan tim sukses atau petugas partai menang/kalah debat tetap saja jadi kuli tidak mendapatkan jabatan apapun 😅🙏",selalu panjang umur berkah limpah dan semua hajat pak dan pak swt debat karena saya bukan tim sukses atau tugas partai nangka debat tetap saja jadi kuli tidak dapat jabat apa,positive
Bang amin aib Anda? Masih tersimpan di podcast band dedy Corbuzier hahaha semua janji itu hnya untuk kampanye pansos🤣,amin aib simpan podcast band dedy hahaha semua janji itu hnya untuk kampanye pansos,positive
"Jujur, debat kali ini lebih bagus dari debat capres yg isinya menjatuhkan paslon lain, ini lebih terarah untuk masa depan indonesia",debat kali ini lebih bagus dari debat capres isi jatuh paslon lain ini lebih arah untuk masa depan indonesia,positive
Slepet gundulmu,gundul,positive
Saya dukung Pak Anies dan Cak Imin untuk jadi presenter🙏,dukung dan untuk jadi presenter,positive
nylepet,nylepet,positive
"Sehat selalu mas Gibran,emng top top top❤❤",selalu mas emng top top top,positive
Gibran memang jempolan.,memang jempol,positive
"Salut sama Host2 di brosdcast Indonesia, keren2",sama host brosdcast keren,positive
Slepat slepet ckckckck,slepet ckckckck,positive
Peras dari siapa? Polisi?masyarakat? Pribumi?,dari siapa masyarakat,positive
Mas gibran joz,gibran joz,positive
Paslon 1 belibet,belibet,positive
Selepet brung ja pa..,brung,positive
"Mas gibran mantap nihh ,,",gibran mantap nihh,positive
Prabowo gibrannnn mantap,gibrannnn mantap,positive
Debat menang telak Mahfud.,menang telak,positive
KERENNNN GIBRANNNNNNN❤❤❤❤❤😊,kerennnn gibrannnnnnn,positive
Prabowo gibran❤❤❤❤,gibran,positive
"Prabowo gibran,, mantpss",gibran mantpss,positive
Gibran plek ketiplek bgt sama bpk nya cara ngoming nya.akusuka sopan bgt lagi,plek ketiplek bgt sama bpk nya cara ngoming nyaakusuka sopan bgt lagi,positive
Banyak janji luu mahfud😂,janji luu mahfud,positive
"Ini bener bener gibran ini gak salah gibran yang ngomong
Aduuuh aduuh ko bisa sehebat itu ngomong nya
Super super kaget",bener bener gibran ini gak salah gibran yang ngomong aduuh bisa hebat itu ngomong nya super kaget,positive
Kasihan muhaimin,muhaimin,positive
Gibran anak muda yg cerdas Dan hebat,anak muda cerdas hebat,positive
Gibran emang cerdas..,emang cerdas,positive
2 yes,yes,positive
Gibran gibran gibran,gibran gibran,positive
No 2 pokonya 1000 persen menang .,poko persen menang,positive
tetap amin...,tetap amin,positive
Gibran yes yes yes❤❤❤❤,yes yes yes,positive
"Dulu juga janji manis ga tahunya zonk rakyat menderita , ngomong bisa saja rekam jejaknya yang penting",juga janji manis tahu zonk rakyat derita ngomong bisa saja rekam jejak yang penting,positive
Prabobo/Gibran betul-betul anak bangsah indonesia atau pun negara indonesia inilah suara anak bangsa indonesia yang kita banggakan selama ini jadi jagan salah pilih 02 tetap di 💓💓💓💓,betulbetul anak bangsah indonesia atau pun negara indonesia ini suara anak bangsa indonesia yang kita bangga lama ini jadi jagan salah pilih tetap,positive
"Si SELEPET MAU BANGUN 40 kota selevel dgn jakarta,,😄🤣🤣",lepet mau bangun kota level dgn jakarta,positive
Prabowo Gibran semoga menang,moga menang,positive
"Napa pada salah paslon semua ya
1. Salah pilih cawapres, tpi menang di wilayah
2. Salah president karena historynya dan akan ada dinasty politik. 
3. Salah partai.",pada salah paslon semua pilih cawapres tpi menang wilayah president karena historynya dan akan ada dinasty politik partai,positive
Yg.di.agap.anak.tetPi.relegius.MANTAP❤?????????!,diagapanaktetpirelegiusmantap,positive
"Prabowo gibran, ewako✌🏻",gibran ewako,positive
gas terus mas gibran All In Pragib,gas terus mas gibran,positive
ini yg katanya anak bisu...noh liat epic combeck gk tu...mantap all in 02,ini kata anak bisunoh liat epic combeck tumantap all,positive
"Terima kasih.....hanya Mas Gibran telah MENYAPA seluruh..... RAKYAT INDONESIA, yang multi kultur, etnik, ras, Agama..... Paslon no 2....jooooosss",kasihhanya telah sapa seluruh rakyat indonesia yang multi kultur etnik ras jooooosss,positive
"pertama kli pk gibran ngomong aku deg-degan,tryata luar biasa dia",pertama kli gibran ngomong aku degdegantryata luar biasa dia,positive
Semakin mantab mas gibran,mantab mas gibran,positive
"Ini baru debat berkualitas, gk kyk kmrn",baru debat kualitas kyk kmrn,positive
Stetmen terakhir BPK Mafud it ok jika terpilih semoga di laksanakan,akhir bpk jika pilih moga laksana,positive
Prabowo gibran,gibran,positive
No 2 makin mantab.. maju terus prabowo gibran.. 🫰,makin mantab maju terus prabowo gibran,positive
Yg tua debat beradab...yg muda debat gk tau adab hahahahahaha,tua debat beradabyg muda debat tau adab hahahahahaha,positive
"MENIT 1:46:00 ADA CWE YG BISIKIN ""UDAH""",menit ada cwe bisikin udah,positive
"gak nyangka diluar Dugaan saya,,,
ternyata GIBRAN terbaik 👍👍👍👍",gak nyangka luar saya nyata gibran baik,positive
Mas gibran josss gandos 👍,gibran josss gandos,positive
"Kok saya terharu ya, pas sesi terakhir mereka bertiga bergandeng tangan. Attitude mas gibran, bapa mahfud md, dan bapa muhaimin iskandar, sangat patut di acungi jempol, semoga tidak hanya di depan publik saja, dan siapa,pun pemenang,nya nanti, semoga hubungan mereka tetap terjalin  baik. Amin.",saya haru pas sesi akhir mereka tiga gandeng tangan mas gibran bapa mahfud dan bapa muhaimin iskandar sangat patut acung jempol moga tidak hanya depan publik saja dan siapa menang nanti moga hubung mereka tetap jalin baik,positive
JANGAN TERLALU BANGGAKAN DEBAT INI KARENA LIHAT NEGARA INI SDH BANYAK HUTANG DAN BANTAK YG DUGUSUR,jangan terlalu bangga debat ini karena lihat negara ini sdh banyak hutang dan bantak dugusur,positive
Pemipin yang tepat adalah pemimpin yang tidak suka banyak bertele tele dan sekedar menyampaikan teori tetapi pemimpin yang tepat adalah pemimpin yang berani mengambil keputusan dan bertanggungjawab terhadap negerinya sehingga siap untuk melakukan tantangan yang akan datang.  dari pernyataan ini MAS GIBRANLAH orangnya. saya mengatakan seperti ini  bukan berarti sya terlalu pro kepada no urut 2 tetapi visi misinya sangat kongkrit padat dan jelas dan mengikuti perkembangan zaman 😊,yang tepat adalah pimpin yang tidak suka banyak tele tele dan dar sampai teori tetapi pimpin yang tepat adalah pimpin yang berani ambil putus dan bertanggungjawab hadap negeri sehingga siap untuk laku tantang yang akan datang dari nyata ini mas gibranlah orang saya kata seperti ini bukan arti sya terlalu pro kepada urut tetapi visi misi sangat kongkrit padat dan jelas dan ikut kembang zaman,positive
Terlihat... Mana yg memiliki strategi cerdas dan gagasan yg masuk akal.,milik strategi cerdas dan gagas masuk akal,positive
Mantap gibran ternyata pinter❤❤❤,gibran nyata pinter,positive
amin: SLEPEEETT MULUK,amin slepeeett muluk,positive
Jujur saya sedih sekaligus bangga menjadi anak muda yg bisa diwakilkan oleh anak muda,saya sedih sekaligus bangga jadi anak muda bisa wakil oleh anak muda,positive
Antara 2 dan 3,dan,positive
Mungkin walikota yang lain banyak yang korupsi jadinya pembangunannya ga rata (ga sebagus solo) wkwk,walikota yang lain banyak yang korupsi jadi bangun rata bagus solo wkwk,positive
"WAKANDA NO MORE
KONOHA FOREVER.",wakanda more konoha forever,positive
Awalnya ngk yakin dgn gibran hanya kerna masalah umur dan pengalaman tapi setelah sya mnyaksikan debat ini sya mantap kan hati sya Ke No.2./...selamat atas mas gibran akhirnya ke galauan hati sya sdh ter jawabkan dgn cara Anda mendominasi debat ini dgn baik. Sekali lagi selamat atas mas gibran anda telah memantapkan hati sya untuk keNo.2 👍,ngk yakin dgn gibran hanya kerna masalah umur dan alam tapi telah sya mnyaksikan debat ini sya mantap kan hati sya selamat atas mas gibran akhir galau hati sya sdh ter jawab dgn cara dominasi debat ini dgn baik lagi selamat atas mas gibran anda telah mantap hati sya untuk keno,positive
Yang dukung prabowo gibran sini kumpul👇,dukung prabowo gibran sini kumpul,positive
Anak muda all in Prabowo,muda all,positive
"Selamat Natal Dan Tahun Baru ....Pak Parabowo dan Mas Gibran......Tuhan Selalu Senantiasa Menjaga Dan Melindungi dan Memberikan Kemenangan Di Tahun 2024...,🙏🙏🙏💪💪💪💪",dan dan,positive
Saya pilih Prabowo yg nolak Rohingya.. anis dukung Rohingya,pilih nolak anis dukung,positive
Aku dukung anies 🎉,dukung anies,positive
Gibran sih keren,sih keren,positive
Blimbing sayur,sayur,positive
"Gila, ga nyangka banget gibran  bisa se smart itu dalam menanggapi semua,, bener bener bisa nguasai panggung dibanding cawapres yg lain.. salute..!!!",nyangka banget gibran bisa smart itu dalam tanggap semua bener bener bisa nguasai panggung banding cawapres lain salute,positive
"Saya sudah berumur 69,saya bangga Indonesia punya anak muda seperti mas Gibran. Saya dukung Prabowo - Gibran jadi calon pemimpin selanjutnya.",sudah umur saya bangga punya anak muda seperti mas dukung jadi calon pimpin lanjut,positive
"Prabowo nya bagus, sayang Wakilnya dari Dinasti kemaruk. Khawatir Indonesia akan Rusuh karena rakyat sudah muak dengan namanya Dinasti2 an",nya bagus sayang dari kemaruk akan karena rakyat sudah muak dengan nama dinasti,positive
"Di pulau Sumatra, hanya Prabowo dan Anies....
Ganjar tak ada satupun.😁
Prabowo - Gibran pasti menang telak di seluruh Indonesia.",pulau hanya dan tak ada satu pasti menang telak seluruh,positive
Jarfud jos,jos,positive
Semakin mantap pilihanku nomor 2.good Day. ❤,mantap pilih nomor good,positive
bismillah pak anis,bismillah pak anis,positive
"Gk mau terulang lgi suhu.. ngeri,paham lah🤭🤭... Cukup 10 tahun sj.. sy tetep amin❤",mau ulang lgi suhu ngeripaham lah tahun tetep amin,positive
Prabowo gibran 🎉❤,gibran,positive
Mas Gibran bener2 penhelasannya bisa dimengerti utk anak2 mudah reality bgt jawabannya,bener penhelasannya bisa erti utk anak mudah reality bgt jawab,positive
"Prabowo gibran. Menang, menaang, menang. Amiin, amiin, amiiiiiiinnn",gibran menaang menang amiin amiiiiiiinnn,positive
Saya makin yakin sama 02 ❤❤❤❤❤❤❤❤❤❤❤❤,makin yakin sama,positive
"Blunder cak min, ingin membangun kota2 se level Jakarta....50 thn pun nggk cukup serentak, bakal mengejar selevel Kota Jakarta... pernyataan ngawur..",cak min ingin bangun kota level thn pun nggk cukup serentak bakal kejar level nyata ngawur,positive
"Monas=simbol kemerdekaan, IKN=simbol pemerataan pembangunan. Sy tidak memilih yang tidak mau melanjutkan program pak jokowi, termasuk IKN dan hilirisasi. Pemerataan kota harus dilakukan, selama ini level kota dijawa jauh berbeda dgn yg diluar jawa. Ibu kota kabupaten dijawa selevel dgn ibukota provinsi diluar jawa, bagaimana dengan ibukota kabupaten dan kota2 sekitar yg berada diluar jawa? Jauh tertinggal. Senang dengan cak imin bilang akan melakukan pemerataan pembangunan kota, tapi tidak setuju dengan IKN, bagaimana bisa? Sekali lagi IKN bukan hanya sekedar IKN tapi itu ada simbol pemerataan. Selama ibukota tetap di Jakarta atau jawa, kita sekali lagi yg berada diluar jawa hanya akan terus diberikan harapan. iKN adalah harapan yang mulai muncul terlepas dari permasalahannya yg ada harus tetap dilanjutkan.",simbol merdeka iknsimbol perata bangun tidak pilih yang tidak mau lanjut program pak jokowi masuk ikn dan hilir kota harus laku lama ini level kota dijawa jauh beda dgn luar jawa kota kabupaten dijawa level dgn ibukota provinsi luar jawa bagaimana dengan ibukota kabupaten dan kota sekitar ada luar jawa tinggal dengan cak imin bilang akan laku perata bangun kota tapi tidak tuju dengan ikn bagaimana bisa lagi ikn bukan hanya dar ikn tapi itu ada simbol perata ibukota tetap atau jawa kita sekali lagi ada luar jawa hanya akan terus beri harap ikn adalah harap yang mulai muncul lepas dari masalah ada harus tetap lanjut,positive
Gama yes,yes,positive
mas gibran kaya bapak jokowi gaya bicaranya 😊,mas gibran kaya bapak jokowi gaya bicara,positive
"Mau sekelas Profesor ataupun ketua partai sekalipun, tetep akan kalah sama yang sering terjun langsung ke lapangan. Pengalaman adalah guru terbaik. Dan dari cara berpikir dan berbicara pak gibran membuktikan beliau paham betul apa yang diutarakan, tidak bertele-tele, tidak menyinggung yang lain, sopan, dan tetap fokus pada apa yang ingin dia sampaikan. Persis seperti pak Jokowi, cara berpikir dan berperilaku plek ketiplek! Waktunya pak jokowi istirahat momong cucu, semoga anaknya bisa melanjutkan apa yang sudah beliau kerjakan sebelumnya..",kelas atau ketua partai sekalipun tetep akan kalah sama yang sering terjun langsung lapang adalah guru baik dari cara pikir dan bicara pak gibran bukti beliau paham betul apa yang utara tidak berteletele tidak singgung yang lain sopan dan tetap fokus pada apa yang ingin dia sampai seperti pak cara pikir dan perilaku plek ketiplek pak jokowi istirahat momong cucu moga anak bisa lanjut apa yang sudah beliau kerja belum,positive
Pilihan ku prabowo dan gibran amin,prabowo dan gibran amin,positive
seru,seru,positive
Tetap pak Prabowo deh,pak deh,positive
Gila keren bgt Gibran ❤❤❤❤❤🎉🎉,keren bgt,positive
klau bisa pak jokowi - gibran jadi RI 1 😂👍👍👌💪,klau bisa pak jokowi gibran jadi,positive
Jangan pilih yg akan gagalkan IKN,pilih akan gagal ikn,positive
Pak Prabowo dan mas gibran luar biasa,dan mas gibran luar biasa,positive
"Gama paling realistis,terarah dan terukur",paling realististerarah dan ukur,positive
"Sudah saatnya kita butuh pemimpin yang fresh, smart terupdate serta pelaksanaan jelas dan memberi kesempatan kepada generasi muda atau generasi emas sesuai bakat untuk memajukan bangsa INDONESIA tanpa harus takut dan dikendalikan oleh para senior selama berada dijalan yang benar 👍 "" MAJULAH INDONESIAKUU ""🇮🇩🇮🇩🇮🇩",saat kita butuh pimpin yang fresh smart terupdate serta laksana jelas dan beri sempat kepada generasi muda atau generasi emas sesuai bakat untuk maju bangsa indonesia tanpa harus takut dan kendali oleh para senior lama ada jalan yang benar maju indonesiakuu,positive
Mas gibran debes emin pikun,gibran debes emin pikun,positive
"Bener2 salut sm sikap toleransi, menghargai dan menjaga attitude mas gibran🥹 jangan remehkan anak muda karena mreka lebih bisa melihat dan bisa menjadi penggerak selanjutnya. Dr awal gak ragu liat mas gibran jd cawapress krna kinerjanya juga sudah teruji dan terbukti. Semoga semakin kuat dan tidak adanya penindasan dari pasangan presidennya. Hanya takut di presidennya saja krna banyak berita aneh yg bersliweran.",bener salut sikap toleransi harga dan jaga attitude mas gibran jangan remeh anak muda karena mreka lebih bisa lihat dan bisa jadi gerak lanjut awal gak ragu liat mas gibran cawapress krna kerja juga sudah uji dan bukti makin kuat dan tidak ada tindas dari pasang presiden takut presiden saja krna banyak berita aneh bersliweran,positive
PRABOWO-GIBRAN,prabowogibran,positive
Ngerrrii buzzernya banyak bener,buzzernya banyak bener,positive
Cawapres 01. Kayaknya tidak berkualitas pisi DAN misinya,tidak kualitas pis dan misi,positive
tetap no 1,tetap,positive
Debat berbobot 👍,bobot,positive
Pak Mahfud  josss,josss,positive
Prabowo Gibran Menang 1 putaran!!,putar,positive
"Pintar , cerdas, dan muda masya allah cawapresku ✌",cerdas dan muda masya allah cawapresku,positive
"pembangunan merata yang bagus itu adalah mengembangkan kota yang sudah ada, bukannya membuat kota yang baru yang belum ada penghuninya. perpindahan ibu kota di negara lain itu pun pindah di kota yang sudah ada bukan membuat kota baru yang belum ada penhuninya.
tambahan lagi kalo hanya buat simbol yang bisa di banggakan kita sudah punya yaitu burung garuda dan bendera merah putih di tambah warisan2 budaya para leluhur itu adalah simbol negara yang bisa di banggakan",bangun rata yang bagus itu adalah kembang kota yang sudah ada bukan buat kota yang baru yang belum ada hun pindah ibu kota negara lain itu pun pindah kota yang sudah ada bukan buat kota baru yang belum ada penhuninya tambah lagi kalo hanya buat simbol yang bisa bangga kita sudah punya yaitu burung garuda dan bendera merah putih tambah waris budaya para leluhur itu adalah simbol negara yang bisa bangga,positive
Pak mahfud selalu bicara realita d lapangan 👍🏻 kalo cmn misalkan2 dan harapan helehhh... Uda janji parpol 😅,mahfud selalu bicara realita lapang kalo cmn misal dan harap helehhh janji parpol,positive
"yok yok yok, buzzerRp kerja keras memoles... semangat..",yok yok yok buzzerrp kerja keras moles semangat,positive
Cak imin. Selalu slepeeet...,imin slepeeet,positive
"Dulu prabowo dan skarang tetap prabowo,apalagi di wakili sama gibran sang pemuda yg mempunyai pemikiran cerdas,",prabowo dan skarang tetap prabowoapalagi wakil sama gibran sang pemuda punya pikir cerdas,positive
"Selamat Natal dan tahun baru mas Gibran damai natal bersama kita semua..
Sekarang naruto berpisah dengan kurama dan konohamaru adalah guru dari boruto pertanyaannya apakah konohamaru akan jadi hokage😊yg tau animasi ini pasti tau semoga di dunia nyata bisa juga ✌️✌️✌️✌️✌️✌️",dan tahun baru mas damai natal sama kita semua naruto pisah dengan rama dan konohamaru adalah guru dari boruto tanya apakah konohamaru akan jadi hokageyg tau animasi ini pasti tau moga dunia nyata bisa juga,positive
Gibran cetakan nya pak Jokowi... makin yakin buat milih Prabowo Gibran...,cetak nya pak makin yakin buat milih,positive
Semakin yakin Prabowo-Gibran,yakin,positive
Saya sebagai anak bangsa . Saya mendukung penuh Prabowo Gibran  visi misi nya  fokus ke masa depan bgt❤ ga banyak omong tapi langsung di buktikan ❤,bagai anak bangsa dukung penuh visi misi nya fokus masa depan bgt banyak omong tapi langsung bukti,positive
Di luar Prediksi Mas Gibran menang Top jawaban dan gagasan nya Sangat mudah di Mengerti dan Logis👍 Semoga Alam semesta Merestui melancarkan Kompetensi ini👍🙏,luar menang jawab dan gagas nya mudah dan semesta lancar ini,positive
Mana nih prabowo gibran angkat jempol nya mantap pokonya❤❤,nih prabowo gibran angkat jempol nya mantap poko,positive
"Satu putaran dg adanya gibran wakilnya,",putar ada gibran wakil,positive
"Saya tdk setuju dibangun ikn saat ini. Krna untuk anggaran sgtu. "" Jika dari apbn "" tentu lebih pantas sat ini untuk bangun kota yg ada yg lebih krusial. Infrastruktur .tol. Sekolah. Dll..",tdk tuju bangun ikn saat ini untuk anggar sgtu dari apbn tentu lebih pantas sat ini untuk bangun kota ada lebih krusial tol,positive
Mudah mudahan theori nya sejalan dengan prakteknya dilapangan jangan ngomong doang,mudah theori nya jalan dengan praktek lapang jangan ngomong doang,positive
Top mantep is the best ternyata wapresnya SUHU ✌️✌️✌️🥰team bapak Gemoyyyy,mantep the best nyata wapresnya suhu team bapak,positive
Makfut.masih.penakut.bonkar.koropsi.pengencut.lawan.koropsisrimulyani..jokowi.takut.belumpantas,masihpenakutbonkarkoropsipengencutlawankoropsisrimulyanijokowitakutbelumpantas,positive
