cleaned_comment,cluster
tuh mulut yang kata belimbing sayur,7
masuk ank muda jenius,2
gibran hafal,6
debat ini gibran bukti klo dia bagai anak muda ank indonesia memang pantas dan memang layak beri sempat utk bantu pimpin indonesia depan atur ato batas usia utk pimpin indonesia memang hrs ubah dan beri longgar kepada putra bangsa memang pny potensi,2
orang waras dan cerdas sama anies baswedan,7
gibrqn doang alat banyak nempel ting mik,7
berbobotdari hati dan tanpa teks,7
gibran,8
sangat kelas paslon luar biasa,13
mantbs,7
kalo keluarga besar saya pilih pak wowo dan gibran tolong beri sata midal tambah usaha pak wowo mas gibran,7
liat nyata top sekali,7
gibran sudah bisa imbang para senior itu sudah luar biasakita perlu lihat siapa unggul,7
jadi tahu kapasitas prof masih jauh dari gibran,7
janji terlalu sulit capai realistis aja dong,7
debat ini tidak ada yang berani hapus system kerja kontrak kasus narkoba tidak pernah singgung sama sekali padahal narkoba ini benarbenar sudah racun anak anak bangsa,7
kita tanya nyata tentang tidak sesuai tema debat prof kurang faham bahwa ada aspek ekonomi tingkat dapat sektor migas dan paja ini analisa dari potensi teknologi ccs ccus dan emisi grk indonesia skema and ccus ccs dan and ccus adalah tren baru dalam transisi energi untuk capai tuju global nze sederhana lalu teknologi ccsccus karbon dioksida dari bahan bakar fosil maupun dari limbah hasil bakar dapat tangkap kembali untuk kemudian simpan bawah tanah ccsccus harap dapat tingkat produksi migas sekaligus kurang emisi gas rumah kaca grk iea untuk nze tahun sektor energi teknologi ccus akan kontribusi lebih dari dari total kurang emisi global pada tahun untuk capai tuju butuh ccsccus capai juta tco pada tahun dan lebih dari juta tco pada tahun adalah salah satu negara maju yang laku pajak karbon yang mahal yang dorong usaha untuk guna teknologi ini untuk tekan emisi mereka tidak laku pajak karbon yang tinggi harus cari solusi untuk dorong usaha untuk laku ccsccus nyata kait bagaimana siap atur hukum agar hal kait potensi terima negara dan dampak negatif,7
sekian program gak ada singgung gaji,7
ini juga gak konsisten kok rekam jejak dong,7
more,7
sllu konsisten dgn ucapanny,7
kerja rumah pajak rakyat kerja gak punya rumah rajalela kerja jual murah beli mahal upah kerja murah buat beli ini itu mahal bukan bisa nabung tiap bayar upah kerja ada bayar utang warung jait dari dulu gak naek naek ken bagus rapi ongkos murah gak ada tukang jait telanjang semua,7
paslon cawapres njay,7
sih iniharusny cawapresny wapresberbobot semua,7
gibran harga matiwalaupun masih muda tpi wawas nya luas,2
pantas dukung tetap,7
dalam tahun mau bangun kota metropolitan ini kita bahas bangun kota dunia nyata apa game sih banyak mabar kek nya,7
gratis untuk anak prajurit dan kan udah banyak ngapain kasih kuliah gratis aja harus pontang panting bayar spp,7
cawapres kali ini kerenyg debat punchline mulu dar der dor,7
anak yang anggap kencur sungguh adalah jahe kepedesan lho bagi yang gak kuat,7
banyak karang bebas telak banget dari cawapres lain,7
lihat alam tpi niat dan kerja tpi korupsi buat apa,7
nyangka mas gibranbanyak nyindir skrg butik nya dengan hebat,7
cak tutup botol sering buang,7
waktu udah,7
misi nya mafud hanya curhat,7
dukung ikn sekarang gak dukungdari sini sudah lihat dong betapa muka dua itu sikupret,7
cawapres lebih seru,7
mas kata anti aseng asing asong amin,7
manfaat pak gibran maju para usaha dari bawah tengah atas para dagang dll maju mas wowo dan mas gibran pilih yeeess lah,7
sangat alam kena negara sangat besar,7
beber mas gibrat stetmen akhir tanpa tens jos pokok,7
dan sangat tidak cerdas hadap,7
pdip sekarang gak bobot,7
yakin dgn pilih salam,7
bjasa gibran,7
jelas mass lah menang dalam debat ini,5
bilang hanya planga plongo akhir kluar unjuk gigi saya percaya orng banyak omong jujur sangat saya percaya ngomonglah saat perlu,7
prof mahfud jadi kayak hilang taring,7
lupa pilih gibran dapet makan siang gratiscak imin mafud obok karna dua anak buah jokowi,7
harus ada contek gitu kah,7
tiga capres mungkin gak ada klik banget hatitp untuk cawapresmas gibran pak mahfud mdtp kalau lihat pasang antara pak prabowo pak ganjaraku lebih klik pak prabowojadi sekarng mantap pilih,7
jadi klu ngomong apa itu ini kan presiden bapanknyaklu bilang kurang ini itu sama aja jkowi,7
penuh pak prabowo dan mas gibran,8
lepet sih,7
cerdasintelektual,7
banget gibran,8
mas,7
pasang hebat semua top bgt keren banget,7
banget maju terus pantang mundur,7
betul perata dahulu kota indonesia bukan ikn,7
bnyak pak min dana desa klo kasi milyar tahun makan perangkat,7
gibran saya bangga punya pemuda visioner sperti anda,7
umkm,7
mas gibran love,8
mantap mas gibran,8
mantap mas gir salm,7
gibran nyata pinter,7
jelas anis ttp pilih baik,7
tdk tau siapa yang bagus lah,7
semua titel pamerin,7
mantap tuju wali persiden,7
ganjar pakai sakera baju adat madura itu salam sayaa dari madura juga salam sejahtera,7
gibran nyata pinter,7
the best,10
judi online blokir permanen,7
mas gibran sekarang ngomong lamcar,7
wakil ketua dpr menteri lihat yang terjun lgs lapang sama yang duduk belakang meja cuma pinter bicara saja pres wapres nya mahfud dan gibran gak ada ragu utk coblos mrk skr semua paslo timpang taruh suara utk gibran,7
mere ever,7
emas,7
amin,7
wah jangan panggil anak kecil diam mati,2
dri bal mantap mas gibran menang,5
prabowo gibran,8
aamiin,7
andai mahfud capresnya,7
prabowo gibran,8
mas gibran satu putar,3
cak,7
serang subjektivitas nya,7
yakin,7
kecil seperti sya ngga minta muluk hanya pokok yang jangkau akses sehat yang mudah dan hukum terap seadiladilnya,7
emang penting debat visi misinyatoh nanti telah jadi biasa gak tau apa kerja gak tau ngapainorang sperti yang sudah gak ada fungsinyasperti contoh pak budi spertinya banyak yang gak tau dan gak kenal,7
memang baik untuk generasi muda terus bangsa,2
imin hanya ambisi janji manis konsisten,7
dapat ide mas gibran dan prof mahmud bagus sama butuh indonesia gubran mantap dlm debat ini,7
nonton gak waktu podcast kan hanya kampanye,7
mas lebih bobot jadi tetap dengan pilih yes,7
banget dengan sukses selalu,7
sih slepet slepet jadi ilfeel deh,11
betulbetul anak bangsah indonesia atau pun negara indonesia ini suara anak bangsa indonesia yang kita bangga lama ini jadi jagan salah pilih tetap,2
kocak liat wapres nya,7
sih itu sbnernya dari jawab pertama dari tanya udh jawab and kurang nangkep jawab,7
prabowo gibran nyata kerja buakn banyak janji mbulet koyok belah rek,7
paslon hobby nya beri janji manis entah capres cawapresnya sama saja hahaha terlalu manis mas ampun cukup nanti rakyat diabetes,7
sesi tutup acara liat muka pak mahfut begitu gelisah,7
lihat nanya tapi baca teks kpu ngga punya atur yang minggu belum isolasi ruang hingga tidak bisa hafal seperti saat harus ting pakai alat bantu jarak jauh tidak cara live,7
cerdas pilih prabowo,7
kemaren anggap mirip lebih cerdas dari nyangka,7
sgie saya paham,7
jangan panggil aku anak kecil paman nama gibran pak gemoy dan mas jdi pimpin negeri ini salam dua jari,2
ada lawan terlalu cerdas,7
milyar per tahun yang senang pertama adalah kepala desa,7
lah knp kita perlu anak muda untuk jadi wakil karna mereka paling paham masa kini,2
terusss,7
gaskeunn,7
closing statement paling tiga kontestan saya rasa,7
nya masih segel namun udah liat sebel,7
from untuk mas gibran sosok anak muda qualitassederhana tdk perlu byk omong qualitas dan bobot sangat smg mudah kan sgl urus nya wakil bpk nya amanahamin terus bangsa prabowo gibran hadir support,2
indonesia itu luass kita hrs bsa milih ngra bisa menyatukn agama lain bhineka tggl ikabrbeda ttpi ttp satupilihlah sprt prabowo mahmud ato gibran aniiss jgn pndai bca syair lgu hidup pilih lah pasti buat mimpin negrii ini kawaaan,7
gin kok kata ijazah palsu,7
maju trussss,7
gibran joss,7
objektif lihat paslon tidak serang pribadi lebih bedah visi misi paslon etika debat cawapres paling tua yang paling etika,7
sgie aku nggak ngerti kui opooolucu,7
wakil nya pak anis babat habis sama paslon mas anis mas anis papi gemoy tertawa,7
siapa ngang ngong ngang ngong sekarang,7
tumpeng ikn tapi tolak bangun foto senyum ceria sama istri dkk gallery foto foto spot ikn pasti banyak,7
anggur dpt lap kerja kelak akan ada lapker tanpa kerja hebaatt,7
father like son telah bukti betul gibran asam sulfat hebat,7
arti bapak kurang mantap kerja banyak bangat yang harus selesai hal masih thn lagi masa kerja,7
pak sgt cerdas skali,7
bang gibran,7
tissue,7
mas gibran bisa imbang sekelaa mahmud mah lebih good atas mahmud,7
gibran aku pada,8
bisa lihat debat ini hanya dan,7
sosok yang patut teladan tidak gengsi untuk tanya saat memang tidak tau,7
dapat libas dengan cerdas mas bravo kami siap dukung,7
biasa mas closing statement hanya mas tdk baca top top mas,7
sini tata rapi saling tanggap dengan alur bagus gak kaya debat capres kmren saling serang dan jatuh satu sisi prabowo ttp hati,7
pak anak muda cerdas,2
hina mas gibran gigit jari ayo mas gibran maju terus mas,7
cara supaya biaya dan tidak beban malah stuntinggak nyambung,7
golput aja percuma bela bain milih ujung ujung juga kerja dan cari makan mah sendiri,7
gak sekarang,7
cawapres wadau sama nya tuh sma capres nya pintar silat lidah,7
tanya pak debat capres pertama babat habis oleh mas sekarang cawapres kena ulti oleh mas panggil aku bocah ingus paman pak bukan orang yang pandai rangkai kata karena beliau orang lebih banyak tidak dari pada bicara selalu hati,7
muaimin itu org nya ngeyek hmm makin kesini makin kesana nih org,7
saat pemuda satu demi indonesia emas,7
debat kaya gin bisa kalau the spot sama mahasiswa gak mau,7
seperti masuk raga lihat jlas pilih baik,7
sekian banyak nya aku banga milik bapak mahfud,7
yakin dengan paslon,7
tetap pilih prabowo gibran,8
lap pekerjaannnya paslon akan isi anggur paslon arti akan ada surplus lap kerja tanpa kerja sbb pengangn sdh habis,7
bilang gibran anak kecil pamannnngibran sudah cerdassss,7
aiminnn ngomong apa siiihhh kening kerut habis pikirrr,7
mantab gibran,7
saya ragu dengan paslon nomer telah lihat debat ini saya optimis pilih nomer,4
kenapa gelar haji harus sebut sih,7
cuma soal iknbahkan orang rampok bajing teman dgn orang sholeh bisa bertobatdulu cak iming ada lingkung buruksetelah sama dia sadar ikut pikir bahwa ada lbh prioritas rakyat banding ikn,7
gibran ucap salam variasi,7
imin keren kalau tidak paham tanya aja gak keukeuh dengan maksain jawab,7
liat cawapres kasih saja kuasa soal sudah berat belah dan semua sudah atur sih,7
mafud,7
serang cawapres klau bicara mendat mentul dukung lkn kasih jabat jadi wakil sudah bah total manusia serakah gila jabat agama hanya untuk topeng belaka namun hati orang tidk tau tulus dan tidknya hanya bisa nilai dari ucap klau ucap manis mulut tpi pait nanti telah jadi pemguasa sombong akhir tau seperti entung tolah toleh penting rakyt harus tau riwayat masalalu pribadi aku hanya serang biasa kerja hanya srabutan hindar agar depan lndonesia majju damae jah tera saya tidk kata adil itu susah sampai bakal bisa adil gampang erti tangga ada keluargaitu saja ada tidk adil lndonesia juta jiwa broo kata lmin adil makmur ngayallnya terlalu lebih jadi hanya bohong belaka,7
dukung paslon nomor dua moga negara ini bisa lebih maju lgi salam dari,7
yang sangat sangat seru,7
cuman ngomong kerja jokowi bukan gagas mereka utk indonesia mafmud tenang dan jelas program apa saja mereka kerja saat pimpin indonesia sampai,7
mas,7
imin gak bisa masuk akal terlalu omong besarseperti waktu anis dijakarta visi misi terlalu menghayal dan akhir tidak dapat bukti kwkwkw,7
putri bangsa indonesia harus pintar dan cerdas maju jaya,7
cawapres jauh lebih tarik drpada debat capres,7
banget liat dulunya mikirnya mas gibran bakal kalah debat tapi malam tdi bener mas gibran bukti bahwa anak muda seperti mas gibran mvp banget dalam debat ini insya allah akan menang pilpres datang,2
have lived watched the past and this debates googled the background each presidential vice presidential candidate far fun intelligent couple can hope this candidate will able make more democratic more civilized more able encourage its people learn intl history end racism against religions ethnicities home and nations internationally would like pass this complaint from moms friends please pay attention those aged years and over they are still healthy able work but its difficult get job because age many abroad though they love,7
saya fikirkan dari dulu ikn adalah perata bangun pulau sebut bisa buat lapang kerja baru pulau sebut dll pasti ada manfaat orang yang tentang ikn gak akan tau dampak bagi masyarakat sekitar yng pemikirinnya jauh dari diri kalo bicara oksigen dll kenapa gak salahin orang buat bom atau uji alutista atau rumah kaca kenapa pulau yang mau maju harus halang dengan dampak bangun olah olah oksigen akan habis kalo dikalimantan ada bangun orang kalimantan juga hak hidup maju dinegri ini,7
ngeri gibran timing pas ngeri betul gibran udh fix ini mah,7
deret kaca pandang sampai saat ini anggap dukung tdk masuk akal banyak fatwah kalo tdk lulus nyata tata nada bicara didik buat anak generasi yakin beliau punya maju negri generasi emas,7
lah gak ada bisa andal bohong nya,7
nyontek trussgak nyambung ahh,7
nomor urut,7
tak arah cuma beragrumen tentang yang tak bisa cerna ngambang,7
cawapres tampil bagus,7
banyak bohong,7
saya paling takut dengan bansos yang lanjut dan makin besar mending kasi utang kaya kur ini bagus produk walau amin gak dapet kalo bisa contoh pasti ekonomi indonesia jadi jos,7
cuma janji manis cuma retorika alias omdo,7
ada nempel pipi nempel baju mic pegang,9
yakin paslon ini hanya utk mecah suara,0
apa,7
suka bgt gus amin karna tiap ngomong tangan gabisa diem bgt galfok,7
baswedan iskandar,7
saya kata mas gibran lebih bobot dari yang lain,8
jangan suka rendahin anak muda,2
semua akan jalan ketika jabat dan apakah akan tepat janji manis nya buat bangsa ini,7
prabowo gibran,8
lebih cerdas dari pak ini baru mantap buat pasang pak keren mas,7
gibran selalu hati,8
boleh asal jgn rugi rakyatdulu recever musnah karna smua stasiun gak bisaberdalih recever bisaterus recever buat apa kalau gak guna itu kan beli,7
lurus sama,7
lebih cocok jdi capres,7
maju mas gas terus,7
selalu mas emng top top top,7
satu mau pajak turun kata sekarang bilang gitu pas nanti lupa sama janji janji manisnyano komen basa basiii gass butuh pimpin yang tegas cerdik kerja nyataaaaa bkn omongmanis aja,7
masalah sih turut saya segala sesuatu bisa ubah sama kayak gibrankan dia bilang dulu gak mau terjun politik bapak juga bilang gitu tapi nyata dia terjun juga samsul itu gagas dia sih rencana juga trus substansi apa coba kalau cuman dar jelas siapa bisa apalagi kalau sudah latih sampai buah hafal textbook banget ada yang spesial benar imin dan prof mahfud punya gagas rencana substantif tanya yang sampai samsul itu kayak tanya cerdas cermat dan atur yang masalah sgie itu dia nyebut singkat dan jabar juga baca teks nyata juga atur debat kpu sebut singkat itu boleh loh apalagi cara baca singkat juga salah situ cuman aneh juga kok boleh sama kpu debat capres memang paling top sih turut,7
padat mantap gibran,7
elu elu ugm lebih baik dalam pidato dari liat ini ugm,7
abu mau plih brpatp smp sni sampai visi misi paling mudah tangkap dan,7
ajh temu orangdimuka bumi mau ketok pintu masyarakat satu satu gilir udah jadi boro,7
all,7
mas gibran terlalu berkelasmembuat tak nisa kutik,7
capres dan cawapres minimal hafal surah yasin kalo bisa hafidz juzz,7
yakin saya bahwa anak muda jauh lebih baik dari senior mantap mas gibran,2
mahfud,7
awal penasaran bgt lihat debat cawapres lagi gibran nyata tau luas gak kalah sama cak imin pak mahfud yakin dah dukung prabowo gibran,7
gibran putar,3
jangan lupa kalau bapanda jkw dulu juga dukung,7
salut buat kang gibran mari bukti kualitas kang,7
cak imin malu nggk ketika sentil mas gibran masalh ikn dulu ikut potong tumpeng waktu resmi ikn sekarang tidak dukung karena cawapresnya pak anis tidak konsisten mak jleb,7
antara cuman berani berani tampil lain nya wakil,7
min paling parah tak jelas,7
ituh apah lakban,7
bismillahirrahmanirrahimanis baswedan presiden aamiin aalhumma aamiin,7
pilih dukung pak jokowi,7
dong kerja jangan patok usia,7
nya jawab prof mahfud lbih baik dri smua cawapres saya lbih mndukung prabowo gibran,7
double kill buat gibran,7
lihat debat cawapres ini saya makin yakin dengan pilih pada paslon,7
gibran tanggap cak imin anggap gak ngerti singkat dari sgie situ gibran kata klo tanya terlalu sulit gibran gak paham substansi dari debat ini debat cawapres bukan ajang cerdas cermat harus jawab panjang dan arti dari singkat ini dan itu jadi substansi tanya apa apakah fokus pada apa arti singkat dari sgie harus jawab atau malah langkah dan bijak apa harus jawab ini ada ajang cerdas cermat aja juga pasti gibran akan tertawa singkat dari kata bahasa inggris ucap nya ucap bayang jika kata fbi ferderal borueu investigation ucap akan tertawa harus ucap yakin gibran dan tim nya memang sengaja muncul singkat gak umum dengar utk ucap supaya lawan debat gak paham krn emang singakatan tsb gak umum dengar oleh bnyk orang format tanya kyk ajang cerdas cermat yakin anies akan juga bisa laku ucap dari singkat bahasa asing pak prabowo gak bakal tau dan paham situ prabowo pasti akan bnyk planga plongo bukan itu tuju dari debat ini substansi nya harus kepada bagaimana cara calon jawab bijak visi misi ide dan gagas apa harus ambil hadap isu jadi masyarakat itu,7
mahfud lebih baik dari capresnya capresnya blunder mulu,7
rasa lebih cocok jadi capres yadebat capres kemarin kok ribet banget untuk paham pandai rangkai kata ada jatuh lain,7
mndgr bpk jokowi muda,2
kesini karena penasaran terjemah bahasa isyarat untuk kata slepet,7
gibrannnn trbaik,7
sellalu dukung cawapres pak prabowogibran lihat cara pakai saja beliau gak perlu mewah penting bukti kerja nanti bisa maju nkri kita,7
cerdas broo,7
emas mah bebas wkkwkkkk ting bgtsullll samsul,7
lagi keluar bahasa slepeet,7
mad gibran pintar,7
dengan sek sekdama kurang lebih menit saat mas gibran jawab tanya dari pak mafud ada suara perempuan bilang udah suara itu viral channel channel youtube,0
sahabat buat indonesia maju,7
mudah amin menang,5
kira support gak tau assasin ros gibran,7
poko persen menang,5
prabowo gibran,8
wakil gen bgt tele muter langsung inti aja udahhh,7
menang satu putar,3
sama seperti anda hai gibran ingat dulu menhormati ibu sekarang anda khianat kabaikan ibu anda manusia yang tidak tahu diri khianat,7
saya sedih sekaligus bangga jadi anak muda bisa wakil oleh anak muda,2
gibran anda luar biasasaya ulang nontongagasanmu jokowi bangetaku hampir tetes air mata,7
mantaapttp semangatjoosss,7
duh generasi muda luar biasa pikir nya,2
gibran,8
yakin dengan,7
anak cukup jadi saya tetap cukup smoga kelak tetap amanah dan tepat janji waras nkri harga mati,7
slepet poko,11
saya suka pak karena bahas korupsikarena bangun program apa lama ada omong kosongapa lagi mau dan berani sahkan ampas aset lebih bagus,7
tetap pak mantap,7
tolong bantu sama rata umk ump umr daerah gaji kita pas kadang ngutang kadang harus beli pakai paylater tunggu thr untuk lunas pikir kerja karena orang indonesia dominan kerja,7
knp pada gak suka sama paslon takut brantas klen smua korupsihahaha,7
sekarang makin yakin,7
nomer,4
untuk semua cawapres ksh nilai smua gagas basi,7
bang gibran,7
dukung kaya ada komen,7
kata pak sangat toransi beragamabeliau ucap selamat dan baru kepada umat akan merayakansampai haru mendengarnnya,7
mas ini baru mantap bangun lapang kerja jangan bntuan yang karena lala salah sasar yang dapat bantu orang kaya yang benar miskin gak dapat bantu semua,7
cawapres kira cupu tau suhu,7
tahun sangat janji kan sekaliii sodara,7
jos,7
system lapang utama,7
makan yakin prabowo gibran,8
iya skrg imin sadar kami juga rakyat kecil sdr dan sdh pada cerdas aplgi imin,7
cemas serang sama para senior politik lihat ini makin punya semangat dan visi misi yang jelas untuk ini,7
pak gibran,8
gibran bagus maju nilai,7
tutup tanpa baca wkwkw paslon baca text itu buat dari anies dia cuman baca doang kata pakai otak gitu aja gak bisa ngapalin sampai harus baca skip,7
cukup saja rakyat jangan kasih makan terus tapi kasih cara cari makan banyak bansos akan buat rakyat malas dan tidak sadar nyata lebih baik dana bansos untuk bangun area industri ikan tani lokal serta mediasi dan edukasi yang matang jika yang turun bansos maka yang bantu bukan kita masyarakat tapi malah para jabat bansos subsidi dan bantu materi lain data tidak jelas,7
kota kek jkt kok sperti sulap tidak realistis,7
lihat sosok spt lihat sosok bkn least baik dan jujur dlm kerja diri turun aamiin are the next leader,7
minta sampai dan malah curhat malah pidato bpk prof apalagi malah cocok pidato dpn anak,7
skeptis bisa apa tidak gibran debat stelah mulai gibran cerdas juga,7
saya gak tuju dengan kostum deh harus yang rapi aja gak sih soal kan kita itu bawa seluruh daerah bukan cuma wakil oleh daerah tentu turut sih yaudahlah,7
manfaat orang orang teriak belakang itu apa butuh dengerin seluruh warga kalian aja kambing,7
dari mana lagi yang dapat cak ini,7
kali jgn ada gelar sebut karena haji bukan gelar atau nama paslon,7
pdi,7
saya akan pilih salah satu dari calon president initanpa cela calon lain kita sama satu merdeka,7
mas gibran yang kata plonga plongo nyata sering diam karena kalo dia ngomong yang lain diem,7
nonton ini malah makin bingung pilih siapa soal nggak ada bagus wkwk,7
para cawapres ini yang jadi capres dab balik ini lebih bobot dan arah untuk maju bangsa ini opini jangan bully,7
imin cak imin,7
nyontek mulu awal lupa tulis lupa mau ngapain like the point dlm jawab singkat padat jelas dan bobot macam dengar jelas dosen,7
kota cak antara lain dan anda perlu ajar bahwa dalam bangun suatu mimpi kita perlu buat satu model contoh dan itu adalah ikn dengan ikn sudah itu kita akan punya contoh model yang bisa ikut dengan bagai sempurna jika perlu,7
muda majuu pimpin hrus liat dasar kan umur tpi cara berfikir smart,7
korupsi jgan manja hukum mati buat korupsi penjara umur hdup,7
sarjana dong wkwkw,7
gibran lbih cerds dri,7
imin dunia kerja marketing pinter ngomong raja ngeles untuk eksekusi rencana smpe eksekusi sngt lambat contoh kali item belum realisasi rumah ggl sesuai dngn omong tidak ada mental militer hadap negara lain gibran mental militer banyk omong rencana bnyak tim eksekusi bisa pegang gibran untuk hasil jelas satset satset contoh solo akuin cak imin pasti bangun bkl maju pegang mereka dua deket dengn rakyat cilik selalu pantau sesuatu baru firal langsung cari jln keluar pastiny kritis tntang korupsi khusus mahfud sangt benci anggota dewan korup mkny punya ingin buat ngebubarin legislatif cumavsayang berani mengumumkn pilih bakal hukum mati koruptor kalau saja berani mungkin bnyk alih ganjarmafud,7
kamu hebat akhir aku sdh pasti,7
simbol tara,7
komen nya sini ngeri jadi merinding,7
mengamatisekali bicara langsung keluar ulti mantap mas kami para anak muda dukung urut,2
hasil langgar konstitusi,7
sosial tanpa beban apbd kok alih makan siang gratis buka lahan korupsi baru habis anggar apbn triliunthn tanpa manfaat sedikit,7
amin paslon bawa emosi mulu gimana nanti jadi pimpin pasti otoriter dech,7
yes visi misi mdharus berantas tidak pandang bulusiapun dia diabymuhammad layar,7
mas tidak pindah lain hati pilih,7
jatuh tidak jauh dari pohon tidak sangka mental anak muda lawan bapak,2
mas gibran pak prabowo gibran,8
pdip sekarang pergi karena apa,7
ikut was kmarin bnyak ragu mas gibran tpi skrang bisa lihat,7
orng solo apa bilang mas gibran nyata adanyamengenai kota solo nyalaa,7
moga gibran bisa menang aminnn,5
gibran,8
tau kenapa suruh pertama debat mas gibrankrn mas gibran gak bisa debattp balik nyasangat bangga sama mas gibran,7
samgat jelas yang milik dan paling bagus adalah fokus detail yang sampai juga cerdas tidak ada arah serang paslon lain memjawab dengan sangat tenang jelas sekali lihat cuma masalah usia dan alam jam terbang tetapi juga lihat jelas,7
prabowogibran,7
keren gibran visi misi nya dan counter keren,7
suka nunjuk,7
janji tinggal janji tepat janji ucap kan janji itu hutang akan tuntut hadap allah,7
slepet apa cobak,11
kirain susah tyt gin doang,7
nyata telah panggung mas bicara jos bener,7
amin amin,7
sangka mantap,7
pak lama ini,7
ragu muda kreatijno,2
imin blunder dari awalitu mau jadi capres,7
penting arah terus progam pak sudah bukti tidak perlu rubah kalau perlu tingkat lagi,7
mas gibran,8
keren,7
dulu gibran pdipsekarang sama sajaabhahaha,7
gtu dlu wowo lawan politik bpkny,7
muda pasti all prabowo,2
nih anak muda cerdaslanjutkan mas,2
banyak kali buzzernya udah aneh tapi komentar hampir sama,7
tetap amin,7
diskusi cukup mindblowing masing cawapres argumen bagus siapa menang nanti harap orang ini bisa jabat negeri ini entah jadi tri apa penting bisa jalan misi ucap,7
gibrann coblos,7
prabowo gibran debat full,8
kasih mas atas ucap selamat bagi umat seluruh dunia khusus gbu,7
pdi masa lalu kini saat move pindah butuh sosok pimpin generasi muda,2
visi misi kok malah meleset,7
jokowi itu mah,7
ngomong apa,7
vocabvocabnya dari konsep milenial semua mantab mas gibran,7
gibran,8
lbih penting capresnya hrus pintarttep,7
akan begini kita akan begitu janji,7
dalam makin tenang bisa meneggelamkan apa,7
gibran presiden thun depan,7
bicara konsisten dlm sikap sperti gibran kata ttg cak benar pak jokowi orang paling tidak konsisten,7
itu klw manis deketin sudah jadi sampah buang orang tidak tanggung jawab harus nya didawur ulang itu lah orang lupa cangkang nya,7
gibran kayak pak jokowi versi muda,2
lihat didik kini kena digitalisasi dll nya pak gibran ini lain masih belum turut sya,7
mat kau dua musuh vrohhh,7
orang jawa keri,7
dukung faslon,7
milyar tahun untuk desa benar aja tahun aja korup mau buat lahan desa makin basah ini cak imin,7
gibran sambut semua agama tidak dengan paslon belah yang hanya cenderung islam aja islam tapi sedih kaya agama lain belakang hai bung ini diri bukan hanya satu agama saja,7
aja ada plottwist nya,7
bnget denger oceh mdocehqn penuh kebohongandari raut muka atau cara bicarany pancar kejahatann masa lalu,7
sampai guna tiga mic sekaligus held set guna juga earphone siapa yang bisa feeding telinga prof mahfud dan cak imin,9
paslon mereka bisa jadi akan gerak lebih cepat bagi tugas untuk terus bangun indonesian tuju sejahteraamintak mungkin gibran jadi wakil akan duduk belakang meja seperti pak wakil sekarang lihat tahun sekali tiap upcara merdeka sja,7
baca debat mereka tiga cawapres amin kaya sudut banyak janji untuk menyakinkan masyarakat cawapres raka sudut ubah ubah lebih baik dan tajam untuk lebih elegant cawapres preff kaya sudut selalu salah ada dan tidak asih solusi ubah lebih baik pilih mana lihat inih dri debat ini,7
ada makan siang gratis,7
dulu sampai skrg saya keluarga tidak goyah pilih tetep doa dukung bpk,7
sih gibran,8
sudah dapet bocor soal ituuuu,7
mas gibran maju trusorng tua itu otak udah bkungk bakal akan maju,7
atau penting jgn,7
haru dengar program kerja dan visi misi mas gibran wajah lihat berkharisma kalimat elegan papar jempol awal ragu karena sering dengar istilah anak bau kencur yang dengung bagai pihak kali ini mas gibran tunjuk serius untuk mampu tumbuh maju hingga akhir saya pikir hai orangorang yang pandang belah mata alam tahun dan muka rekam jejak kerja bukankah anda yang sekarang milik rekam jejak kerja adalah orang yang dulunya seperti mas gibran yang juang untuk rangkak naik penuh tekun,7
gibran liat pak jokowi all prabowo gibran,8
dukung pasang,7
memang palong top lah,7
pilih ada pada alloh,7
muda masih lebih bersihmasih belum banyak masuk negatif gibran pokoknyaa dahhebaat,7
kota level jakarta duit,7
gibran gaya bicara nya bgs,7
tipe pribadi ngak bnyk bicara tapi sekali bicara bobot dan lihat kualitas nyamasya,7
luar nurul,7
imin jadi lontong,7
penting pdip tal pilih lagi,7
ketat milu banyak curang,7
tiga calon ini paling tepat gibran,8
imin hrus pajak untuk subsidi pajak warga kelas tengah bawah jgn omdo aja min,7
muda,2
mantap pilih,7
slepet paslon,11
kemarin ngejulid kalo gibran gak bisa jawab apa kah,7
wajah kalah dan kecewa raut wajah mahfud,7
sampai banteng naik lagi hahhaa,7
pintar pilih anis biar hidup makmur,7
gana,7
paneisnya cerdas dikit dong klo kanfidat udah bilang termakasih akhir tanggap arti udah kelar tuh profesional lah usah tawar lai kata kata masih ada waktu,7
juaraxkeren,7
dukung gibran,8
ragu mas gibran nyata luar duga mas gibran gibas semua tanya dgn lantang tegas malah banyak nyentil lawanx klo mas gibran lgi bicara degdegan takut bisa jawab tpi luar luar luar biasahiduup prabowogibran,7
bingung pilih siapa yakinnn coblos prabowo gibran,7
kabar kota baru,7
sudah bukti srjarang tuasudah waktu istirahatsaatnya muda terus juang bangsagelar bukan jaminantg penting cara pikir,7
masyaallah,7
pak mahfud pak ganjar,7
kota level,7
biasa mas engkau yang ragu mampu trrnyata mampu jadi tarbaik dalam debat,7
nih mas gibran mantep pilih prabowogibran,7
hati kami kami simpati sama pdi skrng tdk yaaa dll siap dukung,7
imin ikut ama bos,7
netizen salah gibran malah bagus debat,7
libas ama,7
misi ngga ada utama dan apa mau maju klau akar ngga kokoh,7
